5.204800000000000537e-01,1.536089999999999955e-01,8.605340000000000211e-01,4.852699999999999791e-01,2.353359999999999896e-01,8.601299999999999502e-01,4.607430000000000136e-01,2.108939999999999981e-01,8.184399999999999453e-01,4.668070000000000275e-01,2.954100000000000059e-01,8.293760000000000021e-01,5.450230000000000352e-01,3.144910000000000205e-01,8.540079999999999893e-01,5.097930000000000517e-01,2.572139999999999982e-01,7.783830000000000471e-01,5.113259999999999472e-01,3.769680000000000253e-01,8.024630000000000374e-01,5.266290000000000138e-01,4.533760000000000012e-01,7.551139999999999519e-01,4.576189999999999980e-01,4.914459999999999940e-01
5.327579999999999538e-01,1.616980000000000084e-01,9.005779999999999896e-01,4.975160000000000138e-01,2.435599999999999987e-01,8.433950000000000058e-01,4.730059999999999820e-01,2.190110000000000112e-01,7.990300000000000180e-01,4.713860000000000272e-01,3.089000000000000079e-01,8.265280000000000404e-01,5.465830000000000410e-01,3.470969999999999889e-01,7.626889999999999503e-01,5.220040000000000235e-01,2.653699999999999948e-01,7.369550000000000267e-01,5.235619999999999719e-01,3.796889999999999987e-01,8.446379999999999999e-01,5.420040000000000413e-01,4.642200000000000215e-01,8.257860000000000200e-01,4.590940000000000021e-01,4.888399999999999967e-01
5.449850000000000527e-01,1.645610000000000128e-01,9.032029999999999781e-01,5.081959999999999811e-01,2.353810000000000069e-01,8.111260000000000137e-01,4.821730000000000183e-01,2.270860000000000101e-01,8.185459999999999958e-01,4.713729999999999865e-01,3.252729999999999788e-01,8.284719999999999862e-01,5.204649999999999554e-01,4.262429999999999830e-01,8.983579999999999899e-01,5.327779999999999738e-01,2.516619999999999968e-01,7.793060000000000542e-01,5.358910000000000062e-01,3.770640000000000103e-01,7.882200000000000317e-01,5.587860000000000049e-01,4.752029999999999865e-01,7.327939999999999454e-01,4.592229999999999923e-01,4.915050000000000252e-01
5.373999999999999888e-01,1.644770000000000121e-01,8.927019999999999955e-01,5.066840000000000233e-01,2.407759999999999900e-01,7.846480000000000121e-01,4.806520000000000237e-01,2.244490000000000096e-01,7.929119999999999502e-01,4.606930000000000192e-01,3.144680000000000253e-01,8.746220000000000105e-01,5.005500000000000504e-01,4.288469999999999782e-01,8.557369999999999699e-01,5.312719999999999665e-01,2.571370000000000045e-01,7.645229999999999526e-01,5.359000000000000430e-01,3.689020000000000077e-01,7.827309999999999546e-01,5.573350000000000248e-01,4.479699999999999793e-01,9.004140000000000477e-01,4.606459999999999999e-01,4.860959999999999726e-01
5.343609999999999749e-01,1.618519999999999959e-01,9.324980000000000491e-01,5.081630000000000313e-01,2.381189999999999973e-01,8.034010000000000318e-01,4.806520000000000237e-01,2.244349999999999956e-01,7.984989999999999588e-01,4.606509999999999772e-01,3.144790000000000085e-01,8.771419999999999773e-01,4.990970000000000129e-01,4.287909999999999777e-01,8.661769999999999747e-01,5.327819999999999778e-01,2.544529999999999847e-01,7.887370000000000214e-01,5.389080000000000537e-01,3.661940000000000195e-01,7.776210000000000067e-01,5.573869999999999658e-01,4.480219999999999758e-01,9.045450000000000434e-01,4.606680000000000219e-01,4.887509999999999910e-01
5.343059999999999476e-01,1.645290000000000086e-01,9.372300000000000075e-01,5.066659999999999497e-01,2.435370000000000035e-01,7.842459999999999987e-01,4.806349999999999789e-01,2.270749999999999991e-01,7.934050000000000269e-01,4.592289999999999983e-01,3.170479999999999965e-01,8.864619999999999722e-01,4.990959999999999841e-01,4.262170000000000125e-01,8.718650000000000011e-01,5.312069999999999848e-01,2.598799999999999999e-01,7.247770000000000046e-01,5.466299999999999493e-01,3.689049999999999829e-01,8.334120000000000417e-01,5.910769999999999635e-01,4.125260000000000038e-01,8.057450000000000445e-01,4.606509999999999772e-01,4.914669999999999872e-01
5.358239999999999670e-01,1.645220000000000016e-01,9.396949999999999470e-01,5.067260000000000097e-01,2.462560000000000027e-01,8.315730000000000066e-01,4.791259999999999963e-01,2.245169999999999944e-01,7.883679999999999577e-01,4.438259999999999983e-01,3.088989999999999791e-01,8.039479999999999960e-01,4.959250000000000047e-01,4.014699999999999935e-01,8.501900000000000013e-01,5.327560000000000073e-01,2.680839999999999890e-01,7.988990000000000258e-01,5.481449999999999934e-01,3.634749999999999925e-01,8.061650000000000205e-01,5.956590000000000495e-01,4.016819999999999835e-01,8.982949999999999546e-01,4.606799999999999784e-01,4.914589999999999792e-01
5.373909999999999521e-01,1.646589999999999998e-01,8.879979999999999540e-01,5.081660000000000066e-01,2.462000000000000022e-01,8.205519999999999481e-01,4.806000000000000272e-01,2.298709999999999920e-01,7.939199999999999591e-01,4.683370000000000033e-01,3.362479999999999913e-01,8.613539999999999530e-01,5.358730000000000437e-01,3.390099999999999780e-01,8.084850000000000092e-01,5.328199999999999603e-01,2.545109999999999872e-01,7.764760000000000550e-01,5.466689999999999605e-01,3.607079999999999731e-01,8.151829999999999909e-01,5.957029999999999825e-01,4.015839999999999965e-01,8.936119999999999619e-01,4.591930000000000178e-01,4.969540000000000068e-01
5.066659999999999497e-01,1.428560000000000108e-01,8.790649999999999853e-01,4.821159999999999890e-01,2.326729999999999909e-01,8.109730000000000549e-01,4.545429999999999748e-01,2.108089999999999964e-01,7.843350000000000044e-01,4.591009999999999813e-01,2.980189999999999784e-01,8.488480000000000469e-01,5.235969999999999791e-01,3.390699999999999825e-01,8.062019999999999742e-01,5.066800000000000193e-01,2.545089999999999852e-01,7.158799999999999608e-01,5.266410000000000258e-01,3.634209999999999940e-01,7.641109999999999847e-01,5.573439999999999506e-01,4.260109999999999730e-01,9.273369999999999669e-01,4.622850000000000015e-01,4.914990000000000192e-01
4.837420000000000053e-01,1.399350000000000038e-01,9.536210000000000520e-01,4.698439999999999839e-01,2.300669999999999937e-01,8.596589999999999510e-01,4.254049999999999776e-01,2.270590000000000108e-01,8.069039999999999546e-01,3.870879999999999876e-01,2.925630000000000175e-01,9.049150000000000249e-01,4.223350000000000160e-01,3.142380000000000173e-01,9.185100000000000486e-01,5.097260000000000124e-01,2.462219999999999964e-01,8.151429999999999509e-01,5.373930000000000096e-01,3.333999999999999742e-01,8.243219999999999992e-01,5.449929999999999497e-01,3.826470000000000149e-01,8.819630000000000525e-01,4.606299999999999839e-01,4.887070000000000025e-01
